date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:09:56	18049/18049	---M--	200	added ('OK')	image/jpeg	etag:%225efcde36-4681%22	http://layerdrops.com/krowd/assets/images/project-bg-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/project-bg-2.jpg	(from http://layerdrops.com/krowd/index-3.html)
21:09:57	114575/114575	---M--	200	added ('OK')	image/jpeg	etag:%225efcde32-1bf8f%22	http://layerdrops.com/krowd/assets/images/project-5.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/project-5.jpg	(from http://layerdrops.com/krowd/index-3.html)
21:10:07	67995/67995	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd0a-1099b%22	http://layerdrops.com/krowd/assets/images/about-introduction-thumb.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/about-introduction-thumb.jpg	(from http://layerdrops.com/krowd/about.html)
21:10:08	59873/59873	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd60-e9e1%22	http://layerdrops.com/krowd/assets/images/explore-projects-5.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/explore-projects-5.jpg	(from http://layerdrops.com/krowd/projects-1.html)
21:10:09	63273/63273	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd62-f729%22	http://layerdrops.com/krowd/assets/images/explore-projects-6.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/explore-projects-6.jpg	(from http://layerdrops.com/krowd/projects-1.html)
21:10:09	93124/93124	---M--	200	added ('OK')	image/jpeg	etag:%225efcdde6-16bc4%22	http://layerdrops.com/krowd/assets/images/page-title-bg.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/page-title-bg.jpg	(from http://layerdrops.com/krowd/about.html)
21:10:12	2150/2150	---M--	200	added ('OK')	image/png	etag:%225ef7792c-866%22	http://layerdrops.com/krowd/assets/images/flag.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/flag.png	(from http://layerdrops.com/krowd/single-project.html)
21:10:25	60298/60298	---M--	200	added ('OK')	image/jpeg	etag:%225efcde38-eb8a%22	http://layerdrops.com/krowd/assets/images/project-details-thumb.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/project-details-thumb.jpg	(from http://layerdrops.com/krowd/single-project.html)
21:10:27	110415/110415	---M--	200	added ('OK')	image/jpeg	etag:%225efcde32-1af4f%22	http://layerdrops.com/krowd/assets/images/project-6.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/project-6.jpg	(from http://layerdrops.com/krowd/projects-2.html)
21:10:29	115587/115587	---M--	200	added ('OK')	image/jpeg	etag:%225efcde34-1c383%22	http://layerdrops.com/krowd/assets/images/project-7.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/project-7.jpg	(from http://layerdrops.com/krowd/projects-2.html)
21:10:32	7863/7863	---M--	200	added ('OK')	image/jpeg	etag:%225f00964c-1eb7%22	http://layerdrops.com/krowd/assets/images/info.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/info.jpg	(from http://layerdrops.com/krowd/single-project.html)
21:10:35	40600/40600	---M--	200	added ('OK')	image/jpeg	etag:%225efcde38-9e98%22	http://layerdrops.com/krowd/assets/images/project-details-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/project-details-2.jpg	(from http://layerdrops.com/krowd/single-project.html)
21:10:39	163589/163589	---M--	200	added ('OK')	image/jpeg	etag:%225efcdeae-27f05%22	http://layerdrops.com/krowd/assets/images/single-project-thumb.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/single-project-thumb.jpg	(from http://layerdrops.com/krowd/single-project.html)
21:10:43	102594/102594	---M--	200	added ('OK')	image/jpeg	etag:%225efcde36-190c2%22	http://layerdrops.com/krowd/assets/images/project-details-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/project-details-1.jpg	(from http://layerdrops.com/krowd/single-project.html)
21:10:45	32826/32826	---M--	200	added ('OK')	image/jpeg	etag:%225f009b20-803a%22	http://layerdrops.com/krowd/assets/images/comment-2.2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/comment-2.2.jpg	(from http://layerdrops.com/krowd/single-project.html)
21:10:49	6787/6787	---M--	200	added ('OK')	image/jpeg	etag:%225efcde38-1a83%22	http://layerdrops.com/krowd/assets/images/project-info.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/project-info.jpg	(from http://layerdrops.com/krowd/single-project.html)
21:10:50	35002/35002	---M--	200	added ('OK')	image/jpeg	etag:%225f009b06-88ba%22	http://layerdrops.com/krowd/assets/images/comment-2.1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/comment-2.1.jpg	(from http://layerdrops.com/krowd/single-project.html)
21:10:56	28441/28441	---M--	200	added ('OK')	image/jpeg	etag:%225efcde3a-6f19%22	http://layerdrops.com/krowd/assets/images/project-perk.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/project-perk.jpg	(from http://layerdrops.com/krowd/single-project.html)
21:10:58	43233/43233	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd8c-a8e1%22	http://layerdrops.com/krowd/assets/images/gallery-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/gallery-1.jpg	(from http://layerdrops.com/krowd/gallery.html)
21:11:11	73093/73093	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd8c-11d85%22	http://layerdrops.com/krowd/assets/images/gallery-3.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/gallery-3.jpg	(from http://layerdrops.com/krowd/gallery.html)
21:11:14	240569/240569	---M--	200	added ('OK')	image/jpeg	etag:%225f009930-3abb9%22	http://layerdrops.com/krowd/assets/images/project-updates-thumb-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/project-updates-thumb-1.jpg	(from http://layerdrops.com/krowd/single-project.html)
21:11:17	111892/111892	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd8c-1b514%22	http://layerdrops.com/krowd/assets/images/gallery-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/gallery-2.jpg	(from http://layerdrops.com/krowd/gallery.html)
21:11:18	241124/241124	---M--	200	added ('OK')	image/jpeg	etag:%225f0099a4-3ade4%22	http://layerdrops.com/krowd/assets/images/project-updates-thumb-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/project-updates-thumb-2.jpg	(from http://layerdrops.com/krowd/single-project.html)
21:11:24	61971/61971	---M--	200	added ('OK')	image/jpeg	etag:%225efcddbc-f213%22	http://layerdrops.com/krowd/assets/images/gallery-5.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/gallery-5.jpg	(from http://layerdrops.com/krowd/gallery.html)
21:11:30	70847/70847	---M--	200	added ('OK')	image/jpeg	etag:%225efcddbc-114bf%22	http://layerdrops.com/krowd/assets/images/gallery-6.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/gallery-6.jpg	(from http://layerdrops.com/krowd/gallery.html)
21:11:32	111943/111943	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd8e-1b547%22	http://layerdrops.com/krowd/assets/images/gallery-4.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/gallery-4.jpg	(from http://layerdrops.com/krowd/gallery.html)
21:11:40	112899/112899	---M--	200	added ('OK')	image/jpeg	etag:%225efcddbe-1b903%22	http://layerdrops.com/krowd/assets/images/gallery-7.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/gallery-7.jpg	(from http://layerdrops.com/krowd/gallery.html)
21:11:40	78760/78760	---M--	200	added ('OK')	image/jpeg	etag:%225efcddbe-133a8%22	http://layerdrops.com/krowd/assets/images/gallery-8.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/gallery-8.jpg	(from http://layerdrops.com/krowd/gallery.html)
21:11:43	69533/69533	---M--	200	added ('OK')	image/jpeg	etag:%225efcddb8-10f9d%22	http://layerdrops.com/krowd/assets/images/gallery-9.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/gallery-9.jpg	(from http://layerdrops.com/krowd/gallery.html)
21:11:50	96399/96399	---M--	200	added ('OK')	image/jpeg	etag:%225efcde66-1788f%22	http://layerdrops.com/krowd/assets/images/team-4.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/team-4.jpg	(from http://layerdrops.com/krowd/team-members.html)
21:11:54	75309/75309	---M--	200	added ('OK')	image/jpeg	etag:%225efcde66-1262d%22	http://layerdrops.com/krowd/assets/images/team-5.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/team-5.jpg	(from http://layerdrops.com/krowd/team-members.html)
21:11:54	73730/73730	---M--	200	added ('OK')	image/jpeg	etag:%225efcde66-12002%22	http://layerdrops.com/krowd/assets/images/team-6.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/team-6.jpg	(from http://layerdrops.com/krowd/team-members.html)
21:11:58	79694/79694	---M--	200	added ('OK')	image/jpeg	etag:%225efcdde2-1374e%22	http://layerdrops.com/krowd/assets/images/news-item-4.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/news-item-4.jpg	(from http://layerdrops.com/krowd/news.html)
21:12:03	15989/15989	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd0e-3e75%22	http://layerdrops.com/krowd/assets/images/author.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/author.jpg	(from http://layerdrops.com/krowd/single-news.html)
21:12:07	18001/18001	---M--	200	added ('OK')	image/jpeg	etag:%225efcaae2-4651%22	http://layerdrops.com/krowd/assets/images/comment-1-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/comment-1-1.jpg	(from http://layerdrops.com/krowd/single-news.html)
21:12:08	99901/99901	---M--	200	added ('OK')	image/jpeg	etag:%225efcdde4-1863d%22	http://layerdrops.com/krowd/assets/images/news-item-5.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/news-item-5.jpg	(from http://layerdrops.com/krowd/news.html)
21:12:10	79450/79450	---M--	200	added ('OK')	image/jpeg	etag:%225efcdde4-1365a%22	http://layerdrops.com/krowd/assets/images/news-item-6.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/news-item-6.jpg	(from http://layerdrops.com/krowd/news.html)
21:12:12	4554/4554	---M--	200	added ('OK')	image/jpeg	etag:%225efcde04-11ca%22	http://layerdrops.com/krowd/assets/images/post-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/post-1.jpg	(from http://layerdrops.com/krowd/single-news.html)
21:12:12	17674/17674	---M--	200	added ('OK')	image/jpeg	etag:%225efcaaf8-450a%22	http://layerdrops.com/krowd/assets/images/comment-1-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/comment-1-2.jpg	(from http://layerdrops.com/krowd/single-news.html)
21:12:14	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Apr%202023%2015:42:10%20GMT	http://layerdrops.com/krowd/single-post.html	/home/ankit/websites/new%20test/layerdrops.com/krowd/single-post.8b.delayed	(from http://layerdrops.com/krowd/single-news.html)
21:12:18	5408/5408	---M--	200	added ('OK')	image/jpeg	etag:%225efcde08-1520%22	http://layerdrops.com/krowd/assets/images/post-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/post-2.jpg	(from http://layerdrops.com/krowd/single-news.html)
21:12:19	3531/3531	---M--	200	added ('OK')	image/jpeg	etag:%225efcde08-dcb%22	http://layerdrops.com/krowd/assets/images/post-3.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/post-3.jpg	(from http://layerdrops.com/krowd/single-news.html)
21:12:20	139277/139277	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/banner-bg-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/banner-bg-1.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:20	31563/31563	URF---	200	added ('OK%20(cached)')	image/png		http://layerdrops.com/krowd/assets/images/banner-line.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/banner-line.png	(from http://layerdrops.com/krowd/index.html)
21:12:20	245237/245237	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/banner-bg-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/banner-bg-2.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:20	169599/169599	---M--	200	added ('OK')	image/jpeg	etag:%225efcdd3a-2967f%22	http://layerdrops.com/krowd/assets/images/blog-details-thumb.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/blog-details-thumb.jpg	(from http://layerdrops.com/krowd/single-news.html)
21:12:20	10413/10413	URF---	200	added ('OK%20(cached)')	image/png		http://layerdrops.com/krowd/assets/images/categories-user.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/categories-user.png	(from http://layerdrops.com/krowd/index.html)
21:12:20	29260/29260	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/categories-bg.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/categories-bg.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:22	19110/19110	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224aa6-5a892925fd980%22	http://layerdrops.com/krowd/assets/fonts/Flaticon.eot	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/fonts/Flaticon.eot	(from http://layerdrops.com/krowd/assets/css/flaticon.css)
21:12:22	2742/2742	URF---	200	added ('OK%20(cached)')	image/png		http://layerdrops.com/krowd/assets/images/singin.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/singin.png	(from http://layerdrops.com/krowd/index.html)
21:12:22	82722/82722	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/cta-bg.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/cta-bg.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:22	99959/99959	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/explore-projects-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/explore-projects-1.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:22	10324/10324	---M--	200	added ('OK')	font/woff2	etag:%225eef03b6-2854%22	http://layerdrops.com/krowd/assets/fonts/Flaticon.woff2	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/fonts/Flaticon.woff2	(from http://layerdrops.com/krowd/assets/css/flaticon.css)
21:12:23	50115/50115	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/explore-projects-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/explore-projects-2.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:23	76172/76172	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/explore-projects-3.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/explore-projects-3.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:23	70009/70009	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/explore-projects-4.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/explore-projects-4.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:23	38865/38865	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/why-choose-thumb-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/why-choose-thumb-1.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:24	12376/12376	---M--	200	added ('OK')	font/woff	etag:%225eef03b6-3058%22	http://layerdrops.com/krowd/assets/fonts/Flaticon.woff	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/fonts/Flaticon.woff	(from http://layerdrops.com/krowd/assets/css/flaticon.css)
21:12:24	77083/77083	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/why-choose-thumb-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/why-choose-thumb-2.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:24	72475/72475	URF---	200	added ('OK%20(cached)')	image/png		http://layerdrops.com/krowd/assets/images/fun-facts-shape-1.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/fun-facts-shape-1.png	(from http://layerdrops.com/krowd/index.html)
21:12:24	14436/14436	URF---	200	added ('OK%20(cached)')	image/png		http://layerdrops.com/krowd/assets/images/fun-facts-shape-2.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/fun-facts-shape-2.png	(from http://layerdrops.com/krowd/index.html)
21:12:25	159822/159822	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/together-bg.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/together-bg.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:25	2850/2850	URF---	200	added ('OK%20(cached)')	image/png		http://layerdrops.com/krowd/assets/images/brand.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/brand.png	(from http://layerdrops.com/krowd/index.html)
21:12:25	60790/60790	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/testimonials-thumb.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/testimonials-thumb.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:25	54496/54496	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/testimonials-thumb-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/testimonials-thumb-2.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:26	137752/137752	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/team-bg.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/team-bg.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:26	70708/70708	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/team-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/team-1.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:26	59633/59633	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/team-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/team-2.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:27	18932/18932	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225eef03b4-49f4%22	http://layerdrops.com/krowd/assets/fonts/Flaticon.ttf	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/fonts/Flaticon.ttf	(from http://layerdrops.com/krowd/assets/css/flaticon.css)
21:12:27	84704/84704	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/team-3.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/team-3.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:28	51331/51331	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/news-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/news-1.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:28	56437/56437	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/news-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/news-2.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:29	107182/107182	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/news-3.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/news-3.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:29	55916/55916	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/news-4.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/news-4.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:29	63319/63319	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/guide-bg.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/guide-bg.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:30	15929/15929	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/footer-bg.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/footer-bg.jpg	(from http://layerdrops.com/krowd/index.html)
21:12:30	3241/3241	URF---	200	added ('OK%20(cached)')	image/png		http://layerdrops.com/krowd/assets/images/logo-2.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/logo-2.png	(from http://layerdrops.com/krowd/index.html)
21:12:30	2783/2783	URF---	200	added ('OK%20(cached)')	image/png		http://layerdrops.com/krowd/assets/images/footer-shape.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/footer-shape.png	(from http://layerdrops.com/krowd/index.html)
21:12:30	103261/103261	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eef03b4-1935d%22	http://layerdrops.com/krowd/assets/fonts/Flaticon.svg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/fonts/Flaticon.svg	(from http://layerdrops.com/krowd/assets/css/flaticon.css)
21:12:31	21004/21004	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225cbd7120-520c%22	http://layerdrops.com/krowd/assets/js/popper.min.js	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/js/popper.min.js	(from http://layerdrops.com/krowd/index.html)
21:12:31	8636/8636	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225aeb88f8-21bc%22	http://layerdrops.com/krowd/assets/js/vendor/modernizr-3.6.0.min.js	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/js/vendor/modernizr-3.6.0.min.js	(from http://layerdrops.com/krowd/index.html)
21:12:34	58072/58072	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225c6411f6-e2d8%22	http://layerdrops.com/krowd/assets/js/bootstrap.min.js	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/js/bootstrap.min.js	(from http://layerdrops.com/krowd/index.html)
21:12:34	1249/1249	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225bd0ac76-4e1%22	http://layerdrops.com/krowd/assets/js/ajax-contact.js	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/js/ajax-contact.js	(from http://layerdrops.com/krowd/index.html)
21:12:35	89476/89476	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225ed4e81a-15d84%22	http://layerdrops.com/krowd/assets/js/vendor/jquery-3.5.1.min.js	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/js/vendor/jquery-3.5.1.min.js	(from http://layerdrops.com/krowd/index.html)
21:12:37	92926/92926	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/banner-bg-3.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/banner-bg-3.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:12:38	10264/10264	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225cc5683e-2818%22	http://layerdrops.com/krowd/assets/js/odometer.min.js	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/js/odometer.min.js	(from http://layerdrops.com/krowd/index.html)
21:12:53	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%225b3101d6-12d68%22	http://layerdrops.com/krowd/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/fonts/fontawesome-webfont3e6e.woff2	(from http://layerdrops.com/krowd/assets/css/font-awesome.min.css)
21:12:59	98024/98024	---M--	200	added ('OK')	font/woff	etag:%225b3101d6-17ee8%22	http://layerdrops.com/krowd/assets/fonts/fontawesome-webfont.woff?v=4.7.0	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/fonts/fontawesome-webfont3e6e.woff	(from http://layerdrops.com/krowd/assets/css/font-awesome.min.css)
21:13:04	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-56f788a43a180%22	http://layerdrops.com/krowd/assets/fonts/fontawesome-webfont.eot?v=4.7.0	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/fonts/fontawesome-webfont3e6e.eot	(from http://layerdrops.com/krowd/assets/css/font-awesome.min.css)
21:13:06	46012/46012	URF---	200	added ('OK%20(cached)')	image/png		http://layerdrops.com/krowd/assets/images/banner-color-shadow.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/banner-color-shadow.png	(from http://layerdrops.com/krowd/index-2.html)
21:13:06	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-56f788a43a180%22	http://layerdrops.com/krowd/assets/fonts/fontawesome-webfont.eot?	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/fonts/fontawesome-webfontd41d.eot	(from http://layerdrops.com/krowd/assets/css/font-awesome.min.css)
21:13:08	2816/2816	URF---	200	added ('OK%20(cached)')	image/png		http://layerdrops.com/krowd/assets/images/shape/banner-line-1.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/shape/banner-line-1.png	(from http://layerdrops.com/krowd/index-2.html)
21:13:08	17439/17439	URF---	200	added ('OK%20(cached)')	image/png		http://layerdrops.com/krowd/assets/images/shape/banner-line-2.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/shape/banner-line-2.png	(from http://layerdrops.com/krowd/index-2.html)
21:13:10	116429/116429	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/banner-bg-4.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/banner-bg-4.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:13:10	61094/61094	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/about-thumb-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/about-thumb-1.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:13:10	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b3101d6-6c7db%22	http://layerdrops.com/krowd/assets/fonts/fontawesome-webfont.svg?v=4.7.0	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/fonts/fontawesome-webfont3e6e.svg	(from http://layerdrops.com/krowd/assets/css/font-awesome.min.css)
21:13:11	57080/57080	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/about-thumb-2.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/about-thumb-2.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:13:11	32143/32143	URF---	200	added ('OK%20(cached)')	image/jpeg		http://layerdrops.com/krowd/assets/images/portfolio-1.jpg	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/portfolio-1.jpg	(from http://layerdrops.com/krowd/index-2.html)
21:13:12	995/995	---M--	200	added ('OK')	image/png	etag:%225eeadc8e-3e3%22	http://layerdrops.com/krowd/assets/images/next-big-thing-bg.png	/home/ankit/websites/new%20test/layerdrops.com/krowd/assets/images/next-big-thing-bg.png	(from http://layerdrops.com/krowd/assets/css/style.css)
